train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.7102025747299194,0,49,,,,
0.5941990613937378,0,99,,,,
0.5727738738059998,0,149,,,,
0.5366109609603882,0,199,,,,
0.40291309356689453,0,249,,,,
0.6238822937011719,0,299,,,,
0.5164909362792969,0,349,,,,
0.4678317606449127,0,399,,,,
0.35532036423683167,0,449,,,,
,0,449,0.5069993734359741,0.7512500286102295,,
,0,449,,,0.7164583206176758,
0.5709736943244934,1,499,,,,
0.5156720876693726,1,549,,,,
0.4774993658065796,1,599,,,,
0.3405647873878479,1,649,,,,
0.3923338055610657,1,699,,,,
0.634325385093689,1,749,,,,
0.2773776054382324,1,799,,,,
0.7227770090103149,1,849,,,,
0.7852196097373962,1,899,,,,
,1,899,0.4823633134365082,0.7837499976158142,,
,1,899,,,0.7706249952316284,
0.3513469398021698,2,949,,,,
0.517841100692749,2,999,,,,
0.2949579954147339,2,1049,,,,
0.4785216152667999,2,1099,,,,
0.48003894090652466,2,1149,,,,
0.47324901819229126,2,1199,,,,
0.7644196152687073,2,1249,,,,
0.26965439319610596,2,1299,,,,
0.4935581386089325,2,1349,,,,
,2,1349,0.4509500563144684,0.8050000071525574,,
,2,1349,,,0.8018749952316284,
0.4895978271961212,3,1399,,,,
0.4293557107448578,3,1449,,,,
0.5183315277099609,3,1499,,,,
0.39593741297721863,3,1549,,,,
0.30396994948387146,3,1599,,,,
0.3378084599971771,3,1649,,,,
0.3655298054218292,3,1699,,,,
0.28978607058525085,3,1749,,,,
0.3324183523654938,3,1799,,,,
,3,1799,0.4310905337333679,0.8162500262260437,,
,3,1799,,,0.8170138597488403,
0.4948696494102478,4,1849,,,,
0.31415650248527527,4,1899,,,,
0.6809618473052979,4,1949,,,,
0.40849870443344116,4,1999,,,,
0.38042888045310974,4,2049,,,,
0.3279140293598175,4,2099,,,,
0.34183982014656067,4,2149,,,,
0.4847605526447296,4,2199,,,,
0.37061581015586853,4,2249,,,,
,4,2249,0.46000221371650696,0.8162500262260437,,
,4,2249,,,0.8277083039283752,
0.45655277371406555,5,2299,,,,
0.31193333864212036,5,2349,,,,
0.5266956686973572,5,2399,,,,
0.3409036695957184,5,2449,,,,
0.5861552953720093,5,2499,,,,
0.24652399122714996,5,2549,,,,
0.5137432813644409,5,2599,,,,
0.512613832950592,5,2649,,,,
0.37170228362083435,5,2699,,,,
,5,2699,0.4132474660873413,0.8387500047683716,,
,5,2699,,,0.8346527814865112,
0.5933109521865845,6,2749,,,,
0.4371512234210968,6,2799,,,,
0.5812281370162964,6,2849,,,,
0.4657662808895111,6,2899,,,,
0.15417082607746124,6,2949,,,,
0.3817230761051178,6,2999,,,,
0.27116677165031433,6,3049,,,,
0.21718338131904602,6,3099,,,,
0.6859032511711121,6,3149,,,,
,6,3149,0.463927298784256,0.815625011920929,,
,6,3149,,,0.8415277600288391,
0.29642704129219055,7,3199,,,,
0.41774746775627136,7,3249,,,,
0.32360851764678955,7,3299,,,,
0.2845603823661804,7,3349,,,,
0.5800446271896362,7,3399,,,,
0.23791289329528809,7,3449,,,,
0.37359923124313354,7,3499,,,,
0.20804890990257263,7,3549,,,,
0.2554336488246918,7,3599,,,,
,7,3599,0.46037757396698,0.8199999928474426,,
,7,3599,,,0.8459028005599976,
0.21333611011505127,8,3649,,,,
0.3078879714012146,8,3699,,,,
0.49565085768699646,8,3749,,,,
0.1732049137353897,8,3799,,,,
0.2515694200992584,8,3849,,,,
0.1325782686471939,8,3899,,,,
0.2527094781398773,8,3949,,,,
0.5124433636665344,8,3999,,,,
0.2553652226924896,8,4049,,,,
,8,4049,0.4085788428783417,0.8374999761581421,,
,8,4049,,,0.8481249809265137,
0.39307910203933716,9,4099,,,,
0.1401079148054123,9,4149,,,,
0.3987088203430176,9,4199,,,,
0.23452305793762207,9,4249,,,,
0.35967496037483215,9,4299,,,,
0.3737662732601166,9,4349,,,,
0.44053196907043457,9,4399,,,,
0.2169056385755539,9,4449,,,,
0.2907616198062897,9,4499,,,,
,9,4499,0.4789293706417084,0.8112499713897705,,
,9,4499,,,0.8558333516120911,
0.3981335163116455,10,4549,,,,
0.37461698055267334,10,4599,,,,
0.3785944879055023,10,4649,,,,
0.4897300899028778,10,4699,,,,
0.378402978181839,10,4749,,,,
0.30869781970977783,10,4799,,,,
0.25774839520454407,10,4849,,,,
0.46702951192855835,10,4899,,,,
0.28884366154670715,10,4949,,,,
,10,4949,0.4286065399646759,0.8287500143051147,,
,10,4949,,,0.8608333468437195,
0.3228192627429962,11,4999,,,,
0.19962754845619202,11,5049,,,,
0.29135754704475403,11,5099,,,,
0.32662269473075867,11,5149,,,,
0.2199142724275589,11,5199,,,,
0.5700485110282898,11,5249,,,,
0.48933956027030945,11,5299,,,,
0.5441052913665771,11,5349,,,,
0.5983994007110596,11,5399,,,,
,11,5399,0.4169479310512543,0.8368750214576721,,
,11,5399,,,0.8596527576446533,
0.19870136678218842,12,5449,,,,
0.15198542177677155,12,5499,,,,
0.24320854246616364,12,5549,,,,
0.36139920353889465,12,5599,,,,
0.5181248784065247,12,5649,,,,
0.1914905458688736,12,5699,,,,
0.30078110098838806,12,5749,,,,
0.5035136342048645,12,5799,,,,
0.3610634207725525,12,5849,,,,
,12,5849,0.431934654712677,0.840624988079071,,
,12,5849,,,0.866736114025116,
0.25440317392349243,13,5899,,,,
0.33920571208000183,13,5949,,,,
0.38764488697052,13,5999,,,,
0.25601258873939514,13,6049,,,,
0.40425553917884827,13,6099,,,,
0.4559865891933441,13,6149,,,,
0.46643415093421936,13,6199,,,,
0.4536944031715393,13,6249,,,,
0.29546335339546204,13,6299,,,,
,13,6299,0.4118506610393524,0.8399999737739563,,
,13,6299,,,0.8715972304344177,
0.15554478764533997,14,6349,,,,
0.20029114186763763,14,6399,,,,
0.206521674990654,14,6449,,,,
0.6126463413238525,14,6499,,,,
0.17846782505512238,14,6549,,,,
0.29994073510169983,14,6599,,,,
0.3539084494113922,14,6649,,,,
0.41807880997657776,14,6699,,,,
0.34012338519096375,14,6749,,,,
,14,6749,0.4383634924888611,0.8443750143051147,,
,14,6749,,,0.8710416555404663,
0.24757374823093414,15,6799,,,,
0.4171121418476105,15,6849,,,,
0.36650118231773376,15,6899,,,,
0.3513171374797821,15,6949,,,,
0.33810219168663025,15,6999,,,,
0.4510299861431122,15,7049,,,,
0.5674982666969299,15,7099,,,,
0.3704707622528076,15,7149,,,,
0.3581041097640991,15,7199,,,,
,15,7199,0.4316766858100891,0.8412500023841858,,
,15,7199,,,0.8746528029441833,
0.251021146774292,16,7249,,,,
0.22679123282432556,16,7299,,,,
0.28209999203681946,16,7349,,,,
0.2227427065372467,16,7399,,,,
0.38982531428337097,16,7449,,,,
0.4621865749359131,16,7499,,,,
0.23775804042816162,16,7549,,,,
0.3114335536956787,16,7599,,,,
0.23027195036411285,16,7649,,,,
,16,7649,0.42689135670661926,0.8518750071525574,,
,16,7649,,,0.8762500286102295,
0.22827944159507751,17,7699,,,,
0.249251127243042,17,7749,,,,
0.4290160536766052,17,7799,,,,
0.4086509048938751,17,7849,,,,
0.42845797538757324,17,7899,,,,
0.24211299419403076,17,7949,,,,
0.250099778175354,17,7999,,,,
0.23146700859069824,17,8049,,,,
0.561602771282196,17,8099,,,,
,17,8099,0.4166797399520874,0.8362500071525574,,
,17,8099,,,0.8777083158493042,
0.4945400655269623,18,8149,,,,
0.25566330552101135,18,8199,,,,
0.20243829488754272,18,8249,,,,
0.11494344472885132,18,8299,,,,
0.12353922426700592,18,8349,,,,
0.39007848501205444,18,8399,,,,
0.2564102113246918,18,8449,,,,
0.4247833788394928,18,8499,,,,
0.16993659734725952,18,8549,,,,
,18,8549,0.4336797297000885,0.8381249904632568,,
,18,8549,,,0.879027783870697,
0.2530982196331024,19,8599,,,,
0.4961066246032715,19,8649,,,,
0.3320240378379822,19,8699,,,,
0.1445581614971161,19,8749,,,,
0.2153661698102951,19,8799,,,,
0.17669051885604858,19,8849,,,,
0.30580469965934753,19,8899,,,,
0.4516700506210327,19,8949,,,,
0.5052010416984558,19,8999,,,,
,19,8999,0.43331828713417053,0.8399999737739563,,
,19,8999,,,0.8819444179534912,
0.26963239908218384,20,9049,,,,
0.27995017170906067,20,9099,,,,
0.3386067748069763,20,9149,,,,
0.8520115613937378,20,9199,,,,
0.2012532353401184,20,9249,,,,
0.3855450451374054,20,9299,,,,
0.18552766740322113,20,9349,,,,
0.3966558873653412,20,9399,,,,
0.2669115364551544,20,9449,,,,
,20,9449,0.4149947762489319,0.8462499976158142,,
,20,9449,,,0.8838194608688354,
0.19680266082286835,21,9499,,,,
0.3117976188659668,21,9549,,,,
0.3500508964061737,21,9599,,,,
0.3389260768890381,21,9649,,,,
0.31704628467559814,21,9699,,,,
0.3945271074771881,21,9749,,,,
0.39665964245796204,21,9799,,,,
0.302231103181839,21,9849,,,,
0.3647601902484894,21,9899,,,,
,21,9899,0.44011184573173523,0.8349999785423279,,
,21,9899,,,0.8873611092567444,
0.2665156126022339,22,9949,,,,
0.2245284914970398,22,9999,,,,
0.19450655579566956,22,10049,,,,
0.5576294660568237,22,10099,,,,
0.2966945171356201,22,10149,,,,
0.37749195098876953,22,10199,,,,
0.20631535351276398,22,10249,,,,
0.3001852035522461,22,10299,,,,
0.12018608301877975,22,10349,,,,
,22,10349,0.45335647463798523,0.8349999785423279,,
,22,10349,,,0.8879861235618591,
0.17386683821678162,23,10399,,,,
0.6068148016929626,23,10449,,,,
0.1860712170600891,23,10499,,,,
0.2377118319272995,23,10549,,,,
0.24386055767536163,23,10599,,,,
0.4851634204387665,23,10649,,,,
0.25133776664733887,23,10699,,,,
0.14448939263820648,23,10749,,,,
0.14077211916446686,23,10799,,,,
,23,10799,0.4432345926761627,0.8525000214576721,,
,23,10799,,,0.8903472423553467,
0.30174508690834045,24,10849,,,,
0.34466275572776794,24,10899,,,,
0.3308728039264679,24,10949,,,,
0.36290305852890015,24,10999,,,,
0.3071863353252411,24,11049,,,,
0.3443599343299866,24,11099,,,,
0.2151862233877182,24,11149,,,,
0.26223716139793396,24,11199,,,,
0.260815292596817,24,11249,,,,
,24,11249,0.4393796920776367,0.8431249856948853,,
,24,11249,,,0.8924305438995361,
0.21972116827964783,25,11299,,,,
0.3079969584941864,25,11349,,,,
0.17486922442913055,25,11399,,,,
0.17240698635578156,25,11449,,,,
0.19079245626926422,25,11499,,,,
0.2377064824104309,25,11549,,,,
0.236051544547081,25,11599,,,,
0.1720830649137497,25,11649,,,,
0.35010799765586853,25,11699,,,,
,25,11699,0.41408979892730713,0.8518750071525574,,
,25,11699,,,0.895069420337677,
0.12600520253181458,26,11749,,,,
0.5513275265693665,26,11799,,,,
0.32184892892837524,26,11849,,,,
0.1738979071378708,26,11899,,,,
0.3440074622631073,26,11949,,,,
