train_loss,epoch,step,val_loss,val_acc,train_acc,test_acc
0.7226040959358215,0,49,,,,
0.7243528366088867,0,99,,,,
0.748703122138977,0,149,,,,
0.7716134786605835,0,199,,,,
0.7948336005210876,0,249,,,,
0.8041708469390869,0,299,,,,
0.6680390238761902,0,349,,,,
0.7798420786857605,0,399,,,,
0.7219251990318298,0,449,,,,
,0,449,0.7555439472198486,0.4325000047683716,,
,0,449,,,0.4268749952316284,
0.7179326415061951,1,499,,,,
0.6496140360832214,1,549,,,,
0.6602489352226257,1,599,,,,
0.6180141568183899,1,649,,,,
0.657850980758667,1,699,,,,
0.5881788730621338,1,749,,,,
0.5359369516372681,1,799,,,,
0.679877519607544,1,849,,,,
0.6943725943565369,1,899,,,,
,1,899,0.5982069373130798,0.6806250214576721,,
,1,899,,,0.6326388716697693,
0.5306646823883057,2,949,,,,
0.5560195446014404,2,999,,,,
0.5390109419822693,2,1049,,,,
0.5488926768302917,2,1099,,,,
0.5427879691123962,2,1149,,,,
0.5963008999824524,2,1199,,,,
0.608717143535614,2,1249,,,,
0.46923667192459106,2,1299,,,,
0.5691782236099243,2,1349,,,,
,2,1349,0.5552758574485779,0.7231249809265137,,
,2,1349,,,0.7137500047683716,
0.6259629726409912,3,1399,,,,
0.4843803644180298,3,1449,,,,
0.46967923641204834,3,1499,,,,
0.543925404548645,3,1549,,,,
0.4304109215736389,3,1599,,,,
0.4600403308868408,3,1649,,,,
0.472110390663147,3,1699,,,,
0.5000455975532532,3,1749,,,,
0.5214353203773499,3,1799,,,,
,3,1799,0.5322611927986145,0.7306249737739563,,
,3,1799,,,0.7432639002799988,
0.6007009744644165,4,1849,,,,
0.44766947627067566,4,1899,,,,
0.7429817914962769,4,1949,,,,
0.5131049752235413,4,1999,,,,
0.3887382745742798,4,2049,,,,
0.40403637290000916,4,2099,,,,
0.3620535433292389,4,2149,,,,
0.4051632583141327,4,2199,,,,
0.5006490349769592,4,2249,,,,
,4,2249,0.49009308218955994,0.768750011920929,,
,4,2249,,,0.7710416913032532,
0.44978946447372437,5,2299,,,,
0.38991859555244446,5,2349,,,,
0.4287855923175812,5,2399,,,,
0.40850335359573364,5,2449,,,,
0.47441285848617554,5,2499,,,,
0.33922895789146423,5,2549,,,,
0.5064552426338196,5,2599,,,,
0.4255848824977875,5,2649,,,,
0.4800992012023926,5,2699,,,,
,5,2699,0.4619930684566498,0.7925000190734863,,
,5,2699,,,0.792847216129303,
0.4966953694820404,6,2749,,,,
0.39307892322540283,6,2799,,,,
0.5261486172676086,6,2849,,,,
0.486837774515152,6,2899,,,,
0.2221146523952484,6,2949,,,,
0.393253356218338,6,2999,,,,
0.3854614794254303,6,3049,,,,
0.3474065661430359,6,3099,,,,
0.3637370467185974,6,3149,,,,
,6,3149,0.4531726837158203,0.796875,,
,6,3149,,,0.8095138669013977,
0.34251323342323303,7,3199,,,,
0.3711950480937958,7,3249,,,,
0.39409783482551575,7,3299,,,,
0.32645949721336365,7,3349,,,,
0.46685388684272766,7,3399,,,,
0.2585781216621399,7,3449,,,,
0.47048547863960266,7,3499,,,,
0.4146950840950012,7,3549,,,,
0.3213736414909363,7,3599,,,,
,7,3599,0.42072364687919617,0.8331249952316284,,
,7,3599,,,0.8202083110809326,
0.2723985016345978,8,3649,,,,
0.4024338126182556,8,3699,,,,
